Order ID,Order Date,Ship Date,Customer_ID,Product_ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,Sales Channel,Order Priority,Days_To_Ship
123513209,04-10-12,21-11-12,CUST-Europe-Albania,PROD-Baby Food,9158,255.28,159.42,2337854.24,1459968.36,877885.88,Online,H,48
900816953,14-05-13,10-06-13,CUST-Europe-Switzerland,PROD-Vegetables,609,154.06,90.93,93822.54,55376.37,38446.17,Online,M,27
452005279,12-01-13,02-02-13,CUST-Sub-Saharan Africa-Ghana,PROD-Household,7261,668.27,502.54,4852308.47,3648942.94,1203365.53,Online,M,21
672439515,03-10-12,12-11-12,CUST-Europe-Austria,PROD-Vegetables,8650,154.06,90.93,1332619,786544.5,546074.5,Online,H,40
827793490,23-10-10,20-11-10,CUST-Sub-Saharan Africa-Democratic Republic of the Congo,PROD-Household,1344,668.27,502.54,898154.88,675413.76,222741.12,Offline,L,28
704053533,06-02-14,28-03-14,CUST-Central America and the Caribbean-Dominican Republic,PROD-Clothes,3941,109.28,35.84,430672.48,141245.44,289427.04,Online,L,50
157518470,04-09-11,04-09-11,CUST-Sub-Saharan Africa-Mauritius ,PROD-Baby Food,2070,255.28,159.42,528429.6,329999.4,198430.2,Offline,H,0
464799630,12-05-16,26-06-16,CUST-Middle East and North Africa-Libya,PROD-Cosmetics,3394,437.2,263.33,1483856.8,893742.02,590114.78,Offline,C,45
272820842,19-07-15,20-08-15,CUST-Australia and Oceania-Samoa ,PROD-Office Supplies,2605,651.21,524.96,1696402.05,1367520.8,328881.25,Online,M,32
548818433,28-10-12,24-11-12,CUST-Middle East and North Africa-Kuwait,PROD-Personal Care,6425,81.73,56.67,525115.25,364104.75,161010.5,Online,H,27
530341231,25-08-16,25-09-16,CUST-Europe-Hungary,PROD-Meat,8611,421.89,364.69,3632894.79,3140345.59,492549.2,Online,C,31
875250566,25-10-13,03-11-13,CUST-Sub-Saharan Africa-Senegal,PROD-Beverages,4947,47.45,31.79,234735.15,157265.13,77470.02,Offline,C,9
511720263,11-02-11,26-02-11,CUST-Europe-Moldova ,PROD-Personal Care,8252,81.73,56.67,674435.96,467640.84,206795.12,Offline,H,15
688236653,27-05-16,13-06-16,CUST-Sub-Saharan Africa-Eritrea,PROD-Beverages,3375,47.45,31.79,160143.75,107291.25,52852.5,Offline,M,17
923598563,06-02-12,26-02-12,CUST-Sub-Saharan Africa-Niger,PROD-Personal Care,2194,81.73,56.67,179315.62,124333.98,54981.64,Online,C,20
356917321,25-12-11,04-02-12,CUST-Central America and the Caribbean-Saint Lucia,PROD-Snacks,8622,152.58,97.44,1315544.76,840127.68,475417.08,Online,C,41
897616755,13-12-11,20-01-12,CUST-Europe-Sweden,PROD-Vegetables,3600,154.06,90.93,554616,327348,227268,Offline,H,38
475433194,20-07-16,19-08-16,CUST-Central America and the Caribbean-Jamaica,PROD-Baby Food,102,255.28,159.42,26038.56,16260.84,9777.72,Online,H,30
690415465,18-06-12,14-07-12,CUST-Central America and the Caribbean-Haiti,PROD-Vegetables,8134,154.06,90.93,1253124.04,739624.62,513499.42,Offline,H,26
962924897,23-02-10,12-04-10,CUST-Australia and Oceania-Samoa ,PROD-Cosmetics,9730,437.2,263.33,4253956,2562200.9,1691755.1,Online,H,48
783635318,05-05-17,09-05-17,CUST-Central America and the Caribbean-Dominican Republic,PROD-Snacks,3960,152.58,97.44,604216.8,385862.4,218354.4,Online,M,4
163533055,23-07-12,13-08-12,CUST-Middle East and North Africa-Tunisia ,PROD-Cereal,1920,205.7,117.11,394944,224851.2,170092.8,Online,L,21
983916938,11-01-17,17-01-17,CUST-Asia-Taiwan,PROD-Beverages,1742,47.45,31.79,82657.9,55378.18,27279.72,Online,L,6
246398293,07-03-15,14-04-15,CUST-Middle East and North Africa-Tunisia ,PROD-Cereal,3585,205.7,117.11,737434.5,419839.35,317595.15,Online,H,38
422900950,09-06-11,05-07-11,CUST-Asia-Sri Lanka,PROD-Office Supplies,4644,651.21,524.96,3024219.24,2437914.24,586305,Offline,C,26
905661237,17-04-11,05-06-11,CUST-Asia-Indonesia,PROD-Office Supplies,4141,651.21,524.96,2696660.61,2173859.36,522801.25,Offline,L,49
257227981,07-07-17,27-07-17,CUST-Sub-Saharan Africa-Ethiopia,PROD-Clothes,8330,109.28,35.84,910302.4,298547.2,611755.2,Online,M,20
260462510,22-03-11,09-04-11,CUST-Sub-Saharan Africa-Swaziland,PROD-Snacks,5500,152.58,97.44,839190,535920,303270,Offline,L,18
968538653,29-03-16,06-04-16,CUST-Europe-Portugal,PROD-Fruits,965,9.33,6.92,9003.45,6677.8,2325.65,Offline,L,8
254942739,14-01-12,04-02-12,CUST-Europe-Hungary,PROD-Cereal,2077,205.7,117.11,427238.9,243237.47,184001.43,Online,M,21
563473594,17-03-13,10-04-13,CUST-Sub-Saharan Africa-Zimbabwe,PROD-Beverages,3213,47.45,31.79,152456.85,102141.27,50315.58,Online,M,24
358242547,15-09-12,02-11-12,CUST-Europe-Armenia,PROD-Personal Care,785,81.73,56.67,64158.05,44485.95,19672.1,Online,H,48
873673427,26-11-15,06-12-15,CUST-Asia-North Korea,PROD-Meat,8237,421.89,364.69,3475107.93,3003951.53,471156.4,Online,L,10
264502561,01-02-14,20-03-14,CUST-Sub-Saharan Africa-Burkina Faso,PROD-Meat,1040,421.89,364.69,438765.6,379277.6,59488,Offline,L,47
355778777,23-12-10,18-01-11,CUST-Asia-India,PROD-Personal Care,1701,81.73,56.67,139022.73,96395.67,42627.06,Offline,L,26
792863404,10-05-11,12-06-11,CUST-Sub-Saharan Africa-Sao Tome and Principe,PROD-Household,4755,668.27,502.54,3177623.85,2389577.7,788046.15,Online,C,33
391430270,12-04-17,22-05-17,CUST-Europe-Armenia,PROD-Meat,1770,421.89,364.69,746745.3,645501.3,101244,Offline,C,40
287465703,23-09-16,25-10-16,CUST-Europe-Georgia,PROD-Clothes,6344,109.28,35.84,693272.32,227368.96,465903.36,Online,C,32
787268531,08-02-10,14-03-10,CUST-Europe-Serbia,PROD-Cosmetics,9108,437.2,263.33,3982017.6,2398409.64,1583607.96,Offline,M,34
917450082,10-01-14,11-02-14,CUST-Australia and Oceania-Tuvalu,PROD-Cosmetics,2722,437.2,263.33,1190058.4,716784.26,473274.14,Offline,C,32
674934184,03-02-12,06-02-12,CUST-Central America and the Caribbean-Barbados,PROD-Vegetables,6878,154.06,90.93,1059624.68,625416.54,434208.14,Online,L,3
576957166,06-09-11,11-10-11,CUST-Sub-Saharan Africa-Mali,PROD-Cereal,3301,205.7,117.11,679015.7,386580.11,292435.59,Offline,L,35
311067855,18-06-17,23-06-17,CUST-Sub-Saharan Africa-Central African Republic,PROD-Household,746,668.27,502.54,498529.42,374894.84,123634.58,Online,M,5
985127580,10-06-12,13-06-12,CUST-Asia-Sri Lanka,PROD-Vegetables,9997,154.06,90.93,1540137.82,909027.21,631110.61,Offline,H,3
177310168,10-10-14,19-10-14,CUST-Europe-Bosnia and Herzegovina,PROD-Vegetables,8874,154.06,90.93,1367128.44,806912.82,560215.62,Offline,C,9
486101949,19-05-13,02-06-13,CUST-Europe-Netherlands,PROD-Household,7224,668.27,502.54,4827582.48,3630348.96,1197233.52,Offline,M,14
980301749,09-03-17,27-04-17,CUST-Asia-Laos,PROD-Office Supplies,1927,651.21,524.96,1254881.67,1011597.92,243283.75,Online,C,49
349020898,18-06-13,23-06-13,CUST-Central America and the Caribbean-Honduras,PROD-Office Supplies,1895,651.21,524.96,1234042.95,994799.2,239243.75,Online,L,5
951683223,16-01-17,01-02-17,CUST-Sub-Saharan Africa-Zambia,PROD-Household,3069,668.27,502.54,2050920.63,1542295.26,508625.37,Online,M,16
268025052,18-07-13,15-08-13,CUST-Sub-Saharan Africa-Botswana,PROD-Snacks,3424,152.58,97.44,522433.92,333634.56,188799.36,Offline,L,28
348095214,23-02-16,15-03-16,CUST-Asia-Bhutan,PROD-Household,7964,668.27,502.54,5322102.28,4002228.56,1319873.72,Online,C,21
162255036,17-05-16,01-07-16,CUST-Sub-Saharan Africa-Zimbabwe,PROD-Household,3726,668.27,502.54,2489974.02,1872464.04,617509.98,Offline,M,45
551178348,14-08-10,15-09-10,CUST-Sub-Saharan Africa-Lesotho,PROD-Personal Care,4776,81.73,56.67,390342.48,270655.92,119686.56,Offline,L,32
175851476,18-06-11,20-07-11,CUST-Sub-Saharan Africa-Togo,PROD-Household,7214,668.27,502.54,4820899.78,3625323.56,1195576.22,Offline,H,32
467573249,17-08-13,17-09-13,CUST-Australia and Oceania-Australia,PROD-Meat,4170,421.89,364.69,1759281.3,1520757.3,238524,Online,M,31
677954995,26-11-12,25-12-12,CUST-Europe-Luxembourg,PROD-Fruits,804,9.33,6.92,7501.32,5563.68,1937.64,Offline,L,29
128920543,04-07-17,17-07-17,CUST-Europe-Estonia,PROD-Fruits,9308,9.33,6.92,86843.64,64411.36,22432.28,Offline,H,13
462706220,29-12-13,03-02-14,CUST-Europe-United Kingdom,PROD-Meat,3908,421.89,364.69,1648746.12,1425208.52,223537.6,Online,H,36
691860854,29-06-16,04-08-16,CUST-Middle East and North Africa-Morocco,PROD-Vegetables,5856,154.06,90.93,902175.36,532486.08,369689.28,Online,H,36
349245774,24-06-17,10-07-17,CUST-Europe-United Kingdom,PROD-Office Supplies,8440,651.21,524.96,5496212.4,4430662.4,1065550,Offline,M,16
838034808,13-04-14,02-05-14,CUST-Australia and Oceania-Papua New Guinea,PROD-Beverages,1978,47.45,31.79,93856.1,62880.62,30975.48,Online,H,19
481714284,10-11-12,27-12-12,CUST-Australia and Oceania-New Zealand,PROD-Personal Care,8816,81.73,56.67,720531.68,499602.72,220928.96,Offline,M,47
374083030,17-06-16,31-07-16,CUST-Europe-Austria,PROD-Cosmetics,8336,437.2,263.33,3644499.2,2195118.88,1449380.32,Offline,L,44
329252374,31-03-14,15-04-14,CUST-Central America and the Caribbean-Saint Kitts and Nevis ,PROD-Vegetables,1949,154.06,90.93,300262.94,177222.57,123040.37,Online,M,15
231646144,17-05-15,22-05-15,CUST-Asia-Myanmar,PROD-Snacks,8097,152.58,97.44,1235440.26,788971.68,446468.58,Online,C,5
486000669,04-12-14,27-12-14,CUST-Central America and the Caribbean-Guatemala,PROD-Baby Food,7253,255.28,159.42,1851545.84,1156273.26,695272.58,Online,M,23
667364776,28-10-12,09-11-12,CUST-Central America and the Caribbean-Antigua and Barbuda ,PROD-Vegetables,6922,154.06,90.93,1066403.32,629417.46,436985.86,Offline,C,12
871099793,26-01-10,28-02-10,CUST-Middle East and North Africa-Iran,PROD-Vegetables,6641,154.06,90.93,1023112.46,603866.13,419246.33,Online,C,33
362879550,04-07-12,06-08-12,CUST-Asia-Singapore,PROD-Cosmetics,2978,437.2,263.33,1301981.6,784196.74,517784.86,Online,H,33
728690373,26-11-11,17-12-11,CUST-Sub-Saharan Africa-Sudan,PROD-Baby Food,4529,255.28,159.42,1156163.12,722013.18,434149.94,Offline,M,21
924831092,10-06-12,29-07-12,CUST-Europe-Macedonia,PROD-Cereal,6927,205.7,117.11,1424883.9,811220.97,613662.93,Online,M,49
427913033,24-10-11,20-11-11,CUST-North America-Canada,PROD-Office Supplies,7831,651.21,524.96,5099625.51,4110961.76,988663.75,Offline,C,27
584860026,16-07-12,22-07-12,CUST-Europe-Malta,PROD-Cereal,1934,205.7,117.11,397823.8,226490.74,171333.06,Online,C,6
562908399,28-08-10,28-08-10,CUST-Middle East and North Africa-Iraq,PROD-Snacks,5959,152.58,97.44,909224.22,580644.96,328579.26,Online,M,0
499606978,10-08-14,22-08-14,CUST-Europe-Austria,PROD-Personal Care,3662,81.73,56.67,299295.26,207525.54,91769.72,Offline,C,12
152817094,10-03-11,16-03-11,CUST-Asia-Thailand,PROD-Cereal,829,205.7,117.11,170525.3,97084.19,73441.11,Online,M,6
250712573,06-10-14,11-11-14,CUST-Europe-Netherlands,PROD-Beverages,277,47.45,31.79,13143.65,8805.83,4337.82,Online,M,36
241779744,23-06-10,11-07-10,CUST-Sub-Saharan Africa-Zimbabwe,PROD-Clothes,6854,109.28,35.84,749005.12,245647.36,503357.76,Online,M,18
544817435,13-01-11,22-01-11,CUST-Central America and the Caribbean-Belize,PROD-Cereal,2441,205.7,117.11,502113.7,285865.51,216248.19,Offline,L,9
298936975,23-01-15,19-02-15,CUST-Europe-Georgia,PROD-Vegetables,949,154.06,90.93,146202.94,86292.57,59910.37,Offline,L,27
513562190,24-11-10,22-12-10,CUST-Central America and the Caribbean-Dominica,PROD-Beverages,3319,47.45,31.79,157486.55,105511.01,51975.54,Online,L,28
918429410,27-08-10,28-09-10,CUST-Europe-Slovakia,PROD-Beverages,2527,47.45,31.79,119906.15,80333.33,39572.82,Online,L,32
413587462,28-02-16,17-04-16,CUST-Sub-Saharan Africa-Benin,PROD-Snacks,8576,152.58,97.44,1308526.08,835645.44,472880.64,Online,M,49
219397675,25-02-15,15-04-15,CUST-Central America and the Caribbean-Jamaica,PROD-Meat,3503,421.89,364.69,1477880.67,1277509.07,200371.6,Online,H,49
726533877,17-05-15,27-06-15,CUST-Middle East and North Africa-Syria,PROD-Cosmetics,6374,437.2,263.33,2786712.8,1678465.42,1108247.38,Offline,L,41
145982396,24-06-10,24-06-10,CUST-Europe-Bulgaria,PROD-Personal Care,8290,81.73,56.67,677541.7,469794.3,207747.4,Offline,C,0
359042060,16-02-14,26-03-14,CUST-Australia and Oceania-Tonga,PROD-Beverages,7379,47.45,31.79,350133.55,234578.41,115555.14,Offline,C,38
167324197,30-09-10,27-10-10,CUST-Europe-Finland,PROD-Clothes,3803,109.28,35.84,415591.84,136299.52,279292.32,Online,L,27
242752635,03-05-12,05-06-12,CUST-Sub-Saharan Africa-Namibia,PROD-Beverages,4754,47.45,31.79,225577.3,151129.66,74447.64,Online,H,33
877563703,24-10-16,23-11-16,CUST-Sub-Saharan Africa-Kenya,PROD-Baby Food,9456,255.28,159.42,2413927.68,1507475.52,906452.16,Offline,H,30
634306228,21-10-11,24-11-11,CUST-Australia and Oceania-Kiribati,PROD-Household,4163,668.27,502.54,2782008.01,2092074.02,689933.99,Offline,C,34
395841538,13-04-16,05-05-16,CUST-Australia and Oceania-Australia,PROD-Fruits,7163,9.33,6.92,66830.79,49567.96,17262.83,Online,M,22
215343463,23-03-16,02-04-16,CUST-Sub-Saharan Africa-Eritrea,PROD-Office Supplies,3771,651.21,524.96,2455712.91,1979624.16,476088.75,Online,L,10
666298329,20-10-13,18-11-13,CUST-Europe-Bulgaria,PROD-Fruits,1337,9.33,6.92,12474.21,9252.04,3222.17,Offline,L,29
